user_id,event_name,event_timestamp,device_type,traffic_source,location,cart_value,discount_pct,page_load_seconds
76,add_to_cart,2025-01-01 15:02:00,desktop,email,IN,67.98,3.8663183101160232,2.69
3248,add_to_cart,2025-01-01 15:18:00,tablet,organic_search,SG,57.52,3.9276127941641192,2.52
76,purchase,2025-01-01 16:00:00,desktop,email,IN,67.98,3.8663183101160232,2.69
8199,visit,2025-01-01 16:06:00,desktop,organic_search,AE,72.78,12.105009571078085,1.91
8199,begin_checkout,2025-01-01 16:18:00,desktop,organic_search,AE,72.78,12.105009571078085,1.91
8199,purchase,2025-01-01 16:18:00,desktop,organic_search,AE,72.78,12.105009571078085,1.91
8199,add_to_cart,2025-01-01 16:20:00,desktop,organic_search,AE,72.78,12.105009571078085,1.91
8199,signup,2025-01-01 16:21:00,desktop,organic_search,AE,72.78,12.105009571078085,1.91
8787,visit,2025-01-01 16:53:00,mobile,paid_social,IN,78.48,9.05411128402321,2.4
5449,visit,2025-01-01 16:57:00,mobile,organic_search,SG,60.48,5.624902815342651,3.83
8787,signup,2025-01-01 17:12:00,mobile,paid_social,IN,78.48,9.05411128402321,2.4
5449,signup,2025-01-01 17:17:00,mobile,organic_search,SG,60.48,5.624902815342651,3.83
8787,add_to_cart,2025-01-01 17:37:00,mobile,paid_social,IN,78.48,9.05411128402321,2.4
8634,visit,2025-01-01 17:45:00,mobile,direct,IN,121.08,4.635921392261918,3.19
8634,add_to_cart,2025-01-01 17:53:00,mobile,direct,IN,121.08,4.635921392261918,3.19
8634,signup,2025-01-01 18:09:00,mobile,direct,IN,121.08,4.635921392261918,3.19
8525,visit,2025-01-01 18:34:00,mobile,direct,UK,60.33,0.0,4.39
8525,signup,2025-01-01 18:53:00,mobile,direct,UK,60.33,0.0,4.39
8525,add_to_cart,2025-01-01 19:04:00,mobile,direct,UK,60.33,0.0,4.39
8525,purchase,2025-01-01 19:22:00,mobile,direct,UK,60.33,0.0,4.39
3683,visit,2025-01-01 19:43:00,mobile,paid_social,IN,94.9,0.0,3.17
8525,begin_checkout,2025-01-01 19:43:00,mobile,direct,UK,60.33,0.0,4.39
3683,add_to_cart,2025-01-01 19:47:00,mobile,paid_social,IN,94.9,0.0,3.17
3683,signup,2025-01-01 20:06:00,mobile,paid_social,IN,94.9,0.0,3.17
7306,visit,2025-01-01 20:18:00,desktop,paid_social,UK,69.26,12.500102964081517,3.03
3771,visit,2025-01-01 20:24:00,mobile,email,UK,83.04,6.067497841323034,1.59
3683,begin_checkout,2025-01-01 20:40:00,mobile,paid_social,IN,94.9,0.0,3.17
591,visit,2025-01-01 21:08:00,mobile,email,UK,59.04,9.490061194379507,2.93
591,signup,2025-01-01 21:13:00,mobile,email,UK,59.04,9.490061194379507,2.93
4261,visit,2025-01-01 23:44:00,mobile,paid_social,US,92.03,13.42673392468848,4.22
5843,visit,2025-01-02 00:03:00,mobile,organic_search,IN,92.2,15.835482053534113,4.85
5843,signup,2025-01-02 00:11:00,mobile,organic_search,IN,92.2,15.835482053534113,4.85
6694,visit,2025-01-02 00:42:00,mobile,organic_search,UK,87.41,9.91869693242904,3.09
6694,add_to_cart,2025-01-02 00:52:00,mobile,organic_search,UK,87.41,9.91869693242904,3.09
6694,signup,2025-01-02 00:59:00,mobile,organic_search,UK,87.41,9.91869693242904,3.09
6694,begin_checkout,2025-01-02 01:06:00,mobile,organic_search,UK,87.41,9.91869693242904,3.09
6692,visit,2025-01-02 01:52:00,desktop,paid_social,AE,121.28,21.287050754210412,0.9
6694,purchase,2025-01-02 02:02:00,mobile,organic_search,UK,87.41,9.91869693242904,3.09
6307,visit,2025-01-02 02:03:00,tablet,paid_social,US,51.92,11.798694321392649,2.71
2779,visit,2025-01-02 02:07:00,mobile,paid_social,SG,86.65,13.598135662383847,2.98
6692,signup,2025-01-02 02:10:00,desktop,paid_social,AE,121.28,21.287050754210412,0.9
2779,signup,2025-01-02 02:20:00,mobile,paid_social,SG,86.65,13.598135662383847,2.98
6307,signup,2025-01-02 02:24:00,tablet,paid_social,US,51.92,11.798694321392649,2.71
6307,add_to_cart,2025-01-02 02:47:00,tablet,paid_social,US,51.92,11.798694321392649,2.71
96,visit,2025-01-02 02:57:00,desktop,email,UK,70.35,10.454279727741001,2.81
96,signup,2025-01-02 03:02:00,desktop,email,UK,70.35,10.454279727741001,2.81
96,begin_checkout,2025-01-02 03:06:00,desktop,email,UK,70.35,10.454279727741001,2.81
96,add_to_cart,2025-01-02 03:43:00,desktop,email,UK,70.35,10.454279727741001,2.81
96,purchase,2025-01-02 03:45:00,desktop,email,UK,70.35,10.454279727741001,2.81
4565,visit,2025-01-02 05:11:00,desktop,organic_search,IN,68.02,8.393853656475212,1.6
4565,signup,2025-01-02 05:14:00,desktop,organic_search,IN,68.02,8.393853656475212,1.6
7126,visit,2025-01-02 05:40:00,desktop,direct,AE,74.2,15.770181079836647,0.8
7126,signup,2025-01-02 05:53:00,desktop,direct,AE,74.2,15.770181079836647,0.8
2482,visit,2025-01-02 06:55:00,mobile,direct,US,64.3,18.623424587872158,1.18
1408,visit,2025-01-02 06:57:00,mobile,direct,AE,58.55,11.4497538531043,1.72
2482,signup,2025-01-02 07:00:00,mobile,direct,US,64.3,18.623424587872158,1.18
2482,add_to_cart,2025-01-02 07:43:00,mobile,direct,US,64.3,18.623424587872158,1.18
6965,visit,2025-01-02 08:11:00,desktop,email,US,65.45,18.963264523580037,3.28
6965,signup,2025-01-02 08:29:00,desktop,email,US,65.45,18.963264523580037,3.28
3643,visit,2025-01-02 08:33:00,desktop,email,US,138.86,21.63910845743488,2.96
3139,visit,2025-01-02 08:53:00,mobile,organic_search,AE,68.74,0.2546390137544563,0.8
3139,signup,2025-01-02 09:05:00,mobile,organic_search,AE,68.74,0.2546390137544563,0.8
9565,visit,2025-01-02 10:09:00,mobile,email,US,61.61,7.126804854507432,2.25
8145,visit,2025-01-02 10:24:00,desktop,paid_social,AE,66.5,10.636291925513108,3.58
9565,signup,2025-01-02 10:26:00,mobile,email,US,61.61,7.126804854507432,2.25
9565,add_to_cart,2025-01-02 10:35:00,mobile,email,US,61.61,7.126804854507432,2.25
9565,begin_checkout,2025-01-02 10:48:00,mobile,email,US,61.61,7.126804854507432,2.25
9565,purchase,2025-01-02 10:49:00,mobile,email,US,61.61,7.126804854507432,2.25
5748,visit,2025-01-02 12:12:00,mobile,email,US,61.68,1.6799511868516888,2.31
907,visit,2025-01-02 13:01:00,mobile,organic_search,AE,54.57,8.931600420158766,2.38
5644,visit,2025-01-02 13:07:00,tablet,paid_social,US,52.43,5.544432334054271,3.01
907,signup,2025-01-02 13:14:00,mobile,organic_search,AE,54.57,8.931600420158766,2.38
5644,signup,2025-01-02 13:20:00,tablet,paid_social,US,52.43,5.544432334054271,3.01
907,add_to_cart,2025-01-02 13:35:00,mobile,organic_search,AE,54.57,8.931600420158766,2.38
627,visit,2025-01-02 13:53:00,mobile,email,SG,77.05,6.981984923687473,3.11
9472,visit,2025-01-02 14:15:00,mobile,email,US,63.93,15.097006827280397,3.93
9472,signup,2025-01-02 14:19:00,mobile,email,US,63.93,15.097006827280397,3.93
9472,add_to_cart,2025-01-02 14:59:00,mobile,email,US,63.93,15.097006827280397,3.93
1174,visit,2025-01-02 15:00:00,tablet,email,IN,79.96,10.056020307258809,3.03
1269,visit,2025-01-02 15:28:00,mobile,email,AE,96.69,0.6315866625246205,4.94
1269,signup,2025-01-02 15:46:00,mobile,email,AE,96.69,0.6315866625246205,4.94
6133,visit,2025-01-02 16:38:00,mobile,organic_search,SG,54.16,11.865867387592239,3.58
79,visit,2025-01-02 17:32:00,mobile,direct,IN,57.14,10.068707750023927,2.47
7507,visit,2025-01-02 17:45:00,desktop,organic_search,IN,101.89,4.159296090508801,3.56
7507,signup,2025-01-02 17:49:00,desktop,organic_search,IN,101.89,4.159296090508801,3.56
5016,visit,2025-01-02 18:31:00,desktop,paid_social,SG,99.83,4.520834160599319,1.0
5016,signup,2025-01-02 18:45:00,desktop,paid_social,SG,99.83,4.520834160599319,1.0
8320,visit,2025-01-02 18:54:00,tablet,paid_social,UK,94.16,3.2016183699079335,2.66
8320,signup,2025-01-02 19:05:00,tablet,paid_social,UK,94.16,3.2016183699079335,2.66
9305,visit,2025-01-02 19:24:00,desktop,organic_search,US,94.92,15.795829255977575,0.88
9305,signup,2025-01-02 19:26:00,desktop,organic_search,US,94.92,15.795829255977575,0.88
9305,add_to_cart,2025-01-02 19:38:00,desktop,organic_search,US,94.92,15.795829255977575,0.88
9305,begin_checkout,2025-01-02 20:18:00,desktop,organic_search,US,94.92,15.795829255977575,0.88
9305,purchase,2025-01-02 20:56:00,desktop,organic_search,US,94.92,15.795829255977575,0.88
9416,visit,2025-01-02 21:01:00,mobile,organic_search,UK,102.96,9.292132349988641,2.66
8309,visit,2025-01-02 23:40:00,desktop,organic_search,IN,72.37,13.223318692426108,3.51
8309,signup,2025-01-02 23:49:00,desktop,organic_search,IN,72.37,13.223318692426108,3.51
8309,add_to_cart,2025-01-03 00:04:00,desktop,organic_search,IN,72.37,13.223318692426108,3.51
4897,visit,2025-01-03 01:30:00,mobile,paid_social,IN,84.98,7.520061094116166,3.19
7835,visit,2025-01-03 02:17:00,mobile,paid_social,IN,68.65,6.568889132300027,2.39
867,visit,2025-01-03 02:56:00,mobile,organic_search,IN,59.38,0.0,4.35
867,signup,2025-01-03 03:15:00,mobile,organic_search,IN,59.38,0.0,4.35
1971,visit,2025-01-03 05:02:00,desktop,direct,US,61.19,20.691555186190133,2.65
1971,begin_checkout,2025-01-03 05:08:00,desktop,direct,US,61.19,20.691555186190133,2.65
1971,signup,2025-01-03 05:14:00,desktop,direct,US,61.19,20.691555186190133,2.65
1971,add_to_cart,2025-01-03 05:34:00,desktop,direct,US,61.19,20.691555186190133,2.65
1971,purchase,2025-01-03 06:34:00,desktop,direct,US,61.19,20.691555186190133,2.65
8351,visit,2025-01-03 09:01:00,desktop,email,IN,76.58,9.990341013329397,3.92
8351,add_to_cart,2025-01-03 09:11:00,desktop,email,IN,76.58,9.990341013329397,3.92
8351,signup,2025-01-03 09:15:00,desktop,email,IN,76.58,9.990341013329397,3.92
8351,begin_checkout,2025-01-03 09:19:00,desktop,email,IN,76.58,9.990341013329397,3.92
6105,visit,2025-01-03 09:39:00,desktop,direct,UK,99.12,10.283857554226069,2.51
6105,add_to_cart,2025-01-03 09:49:00,desktop,direct,UK,99.12,10.283857554226069,2.51
6105,signup,2025-01-03 09:59:00,desktop,direct,UK,99.12,10.283857554226069,2.51
8351,purchase,2025-01-03 10:05:00,desktop,email,IN,76.58,9.990341013329397,3.92
6105,purchase,2025-01-03 10:19:00,desktop,direct,UK,99.12,10.283857554226069,2.51
5977,visit,2025-01-03 10:46:00,desktop,organic_search,SG,71.25,6.313542727594425,2.87
5977,signup,2025-01-03 10:50:00,desktop,organic_search,SG,71.25,6.313542727594425,2.87
6105,begin_checkout,2025-01-03 10:51:00,desktop,direct,UK,99.12,10.283857554226069,2.51
5977,add_to_cart,2025-01-03 11:06:00,desktop,organic_search,SG,71.25,6.313542727594425,2.87
7180,visit,2025-01-03 11:40:00,mobile,organic_search,IN,14.99,12.639774700692008,1.92
5296,visit,2025-01-03 11:52:00,mobile,organic_search,IN,83.42,9.842542646760402,1.06
7180,signup,2025-01-03 11:56:00,mobile,organic_search,IN,14.99,12.639774700692008,1.92
7180,add_to_cart,2025-01-03 11:56:00,mobile,organic_search,IN,14.99,12.639774700692008,1.92
8517,visit,2025-01-03 12:14:00,mobile,organic_search,IN,102.74,13.113869205333925,2.78
5296,signup,2025-01-03 12:16:00,mobile,organic_search,IN,83.42,9.842542646760402,1.06
8517,signup,2025-01-03 12:32:00,mobile,organic_search,IN,102.74,13.113869205333925,2.78
7889,visit,2025-01-03 12:41:00,mobile,organic_search,AE,33.8,17.562546373839794,2.31
7889,signup,2025-01-03 12:48:00,mobile,organic_search,AE,33.8,17.562546373839794,2.31
7889,add_to_cart,2025-01-03 13:01:00,mobile,organic_search,AE,33.8,17.562546373839794,2.31
7889,begin_checkout,2025-01-03 13:38:00,mobile,organic_search,AE,33.8,17.562546373839794,2.31
1317,visit,2025-01-03 13:49:00,desktop,email,US,73.05,8.168479254595864,1.14
7889,purchase,2025-01-03 13:49:00,mobile,organic_search,AE,33.8,17.562546373839794,2.31
7720,visit,2025-01-03 14:05:00,mobile,email,AE,61.67,11.880960336310924,2.49
1317,signup,2025-01-03 14:10:00,desktop,email,US,73.05,8.168479254595864,1.14
9415,visit,2025-01-03 14:17:00,mobile,organic_search,AE,105.84,10.967977340817015,0.84
7298,visit,2025-01-03 16:43:00,mobile,direct,IN,90.06,2.8762964223472895,1.68
7298,signup,2025-01-03 16:49:00,mobile,direct,IN,90.06,2.8762964223472895,1.68
7298,add_to_cart,2025-01-03 17:13:00,mobile,direct,IN,90.06,2.8762964223472895,1.68
7298,begin_checkout,2025-01-03 17:16:00,mobile,direct,IN,90.06,2.8762964223472895,1.68
7298,purchase,2025-01-03 17:31:00,mobile,direct,IN,90.06,2.8762964223472895,1.68
3269,visit,2025-01-03 18:18:00,mobile,direct,US,80.59,11.291420637415564,2.99
4613,visit,2025-01-03 20:28:00,mobile,direct,US,74.46,18.451755467253154,2.33
4613,signup,2025-01-03 20:47:00,mobile,direct,US,74.46,18.451755467253154,2.33
4613,add_to_cart,2025-01-03 21:10:00,mobile,direct,US,74.46,18.451755467253154,2.33
9452,visit,2025-01-03 22:22:00,desktop,organic_search,UK,120.43,9.842611479356078,1.63
9452,signup,2025-01-03 22:41:00,desktop,organic_search,UK,120.43,9.842611479356078,1.63
6861,visit,2025-01-03 22:57:00,desktop,organic_search,IN,79.35,13.699836189272155,0.8
6861,signup,2025-01-03 23:16:00,desktop,organic_search,IN,79.35,13.699836189272155,0.8
6861,add_to_cart,2025-01-03 23:21:00,desktop,organic_search,IN,79.35,13.699836189272155,0.8
4131,visit,2025-01-04 00:41:00,mobile,email,US,52.08,4.759849626279612,3.05
4131,signup,2025-01-04 00:44:00,mobile,email,US,52.08,4.759849626279612,3.05
4131,add_to_cart,2025-01-04 01:17:00,mobile,email,US,52.08,4.759849626279612,3.05
4218,visit,2025-01-04 01:26:00,desktop,direct,UK,77.72,7.979223806900075,1.1
4218,add_to_cart,2025-01-04 01:34:00,desktop,direct,UK,77.72,7.979223806900075,1.1
5862,visit,2025-01-04 01:42:00,mobile,direct,SG,52.57,13.167017301632944,4.6
4218,purchase,2025-01-04 01:46:00,desktop,direct,UK,77.72,7.979223806900075,1.1
4218,signup,2025-01-04 01:49:00,desktop,direct,UK,77.72,7.979223806900075,1.1
5862,signup,2025-01-04 01:52:00,mobile,direct,SG,52.57,13.167017301632944,4.6
9538,visit,2025-01-04 01:55:00,mobile,organic_search,IN,71.94,2.8293734182149297,4.02
9538,signup,2025-01-04 01:59:00,mobile,organic_search,IN,71.94,2.8293734182149297,4.02
3419,visit,2025-01-04 02:13:00,mobile,email,UK,82.2,11.970665443130972,2.62
4218,begin_checkout,2025-01-04 02:14:00,desktop,direct,UK,77.72,7.979223806900075,1.1
9538,begin_checkout,2025-01-04 02:22:00,mobile,organic_search,IN,71.94,2.8293734182149297,4.02
9538,add_to_cart,2025-01-04 02:41:00,mobile,organic_search,IN,71.94,2.8293734182149297,4.02
9325,visit,2025-01-04 03:13:00,mobile,organic_search,US,66.55,17.025249877037847,2.73
2584,visit,2025-01-04 05:26:00,mobile,paid_social,UK,56.55,3.8198825740060727,3.14
2584,signup,2025-01-04 05:30:00,mobile,paid_social,UK,56.55,3.8198825740060727,3.14
1678,visit,2025-01-04 06:58:00,tablet,direct,SG,88.2,17.36000185982045,5.38
9561,visit,2025-01-04 06:59:00,mobile,organic_search,IN,38.08,3.831086569999866,4.82
1678,signup,2025-01-04 07:01:00,tablet,direct,SG,88.2,17.36000185982045,5.38
1678,add_to_cart,2025-01-04 07:34:00,tablet,direct,SG,88.2,17.36000185982045,5.38
818,visit,2025-01-04 07:59:00,desktop,direct,IN,78.05,7.529989525138035,3.05
818,signup,2025-01-04 08:07:00,desktop,direct,IN,78.05,7.529989525138035,3.05
7156,visit,2025-01-04 08:28:00,desktop,paid_social,SG,71.3,16.005526766181973,4.77
5796,visit,2025-01-04 08:40:00,mobile,direct,IN,64.19,11.451874163538438,2.43
7156,signup,2025-01-04 08:42:00,desktop,paid_social,SG,71.3,16.005526766181973,4.77
5796,signup,2025-01-04 09:02:00,mobile,direct,IN,64.19,11.451874163538438,2.43
5796,add_to_cart,2025-01-04 09:06:00,mobile,direct,IN,64.19,11.451874163538438,2.43
2978,visit,2025-01-04 10:08:00,mobile,paid_social,AE,65.88,3.761374830798318,3.87
9609,visit,2025-01-04 10:08:00,desktop,direct,SG,55.17,0.0,2.6
9609,signup,2025-01-04 10:10:00,desktop,direct,SG,55.17,0.0,2.6
4857,visit,2025-01-04 10:35:00,mobile,organic_search,IN,83.9,9.195113633596044,3.23
9609,add_to_cart,2025-01-04 10:36:00,desktop,direct,SG,55.17,0.0,2.6
4857,signup,2025-01-04 10:37:00,mobile,organic_search,IN,83.9,9.195113633596044,3.23
4857,add_to_cart,2025-01-04 11:17:00,mobile,organic_search,IN,83.9,9.195113633596044,3.23
7205,visit,2025-01-04 11:20:00,mobile,direct,IN,110.03,5.461547496536916,4.73
7205,signup,2025-01-04 11:37:00,mobile,direct,IN,110.03,5.461547496536916,4.73
630,visit,2025-01-04 13:46:00,mobile,paid_social,SG,82.66,5.09891258574727,5.08
5645,visit,2025-01-04 13:57:00,tablet,direct,IN,82.15,12.330023874761174,2.78
630,signup,2025-01-04 14:08:00,mobile,paid_social,SG,82.66,5.09891258574727,5.08
9207,visit,2025-01-04 15:43:00,tablet,direct,IN,101.55,11.126745786357821,2.56
9207,signup,2025-01-04 15:44:00,tablet,direct,IN,101.55,11.126745786357821,2.56
89,visit,2025-01-04 17:16:00,mobile,direct,US,65.2,15.451608159352666,2.83
9005,visit,2025-01-04 17:16:00,desktop,organic_search,IN,60.67,11.86692778844776,0.8
9005,add_to_cart,2025-01-04 17:22:00,desktop,organic_search,IN,60.67,11.86692778844776,0.8
9005,signup,2025-01-04 17:40:00,desktop,organic_search,IN,60.67,11.86692778844776,0.8
2874,visit,2025-01-04 17:54:00,desktop,email,IN,34.04,10.580794370816328,2.01
9005,begin_checkout,2025-01-04 18:04:00,desktop,organic_search,IN,60.67,11.86692778844776,0.8
4137,visit,2025-01-04 18:51:00,desktop,email,IN,11.71,0.0,2.79
9005,purchase,2025-01-04 18:52:00,desktop,organic_search,IN,60.67,11.86692778844776,0.8
6979,visit,2025-01-04 18:56:00,mobile,organic_search,IN,57.09,7.603533607136048,4.91
4137,signup,2025-01-04 19:13:00,desktop,email,IN,11.71,0.0,2.79
1452,visit,2025-01-04 19:47:00,mobile,organic_search,IN,91.92,13.536279697997983,3.78
8981,visit,2025-01-04 20:37:00,mobile,paid_social,IN,48.96,8.369366639246813,3.41
9497,visit,2025-01-04 21:39:00,desktop,paid_social,UK,51.76,10.479975128960312,3.12
6353,visit,2025-01-04 22:26:00,tablet,email,IN,26.17,16.36042539915627,2.12
5492,visit,2025-01-04 23:07:00,mobile,email,US,83.76,19.04190313515481,1.95
2366,visit,2025-01-04 23:19:00,mobile,direct,IN,109.76,14.116943762831216,3.15
2366,signup,2025-01-04 23:36:00,mobile,direct,IN,109.76,14.116943762831216,3.15
3234,visit,2025-01-04 23:41:00,mobile,email,SG,60.58,8.981842337851441,1.82
2201,visit,2025-01-05 00:21:00,mobile,paid_social,IN,61.83,1.8079140112890961,2.63
2201,signup,2025-01-05 00:25:00,mobile,paid_social,IN,61.83,1.8079140112890961,2.63
3552,visit,2025-01-05 01:00:00,mobile,email,US,97.25,17.348829632051807,1.76
7916,visit,2025-01-05 02:08:00,mobile,paid_social,UK,74.68,11.986433949693392,2.79
7916,signup,2025-01-05 02:16:00,mobile,paid_social,UK,74.68,11.986433949693392,2.79
7916,add_to_cart,2025-01-05 02:20:00,mobile,paid_social,UK,74.68,11.986433949693392,2.79
3595,visit,2025-01-05 02:40:00,mobile,paid_social,IN,81.39,12.227690649745455,1.5
3595,signup,2025-01-05 02:49:00,mobile,paid_social,IN,81.39,12.227690649745455,1.5
3133,visit,2025-01-05 02:50:00,desktop,organic_search,UK,70.85,17.419706284001578,2.27
6174,visit,2025-01-05 04:01:00,mobile,email,IN,76.16,8.882237606597304,4.62
6174,signup,2025-01-05 04:23:00,mobile,email,IN,76.16,8.882237606597304,4.62
3983,visit,2025-01-05 05:23:00,mobile,organic_search,IN,68.61,12.968002505365334,2.84
4990,visit,2025-01-05 08:30:00,tablet,direct,US,42.7,4.384242626004271,3.24
4990,signup,2025-01-05 08:50:00,tablet,direct,US,42.7,4.384242626004271,3.24
41,visit,2025-01-05 09:55:00,desktop,paid_social,US,80.53,1.5234046966458017,0.8
5308,visit,2025-01-05 12:54:00,desktop,email,IN,57.84,12.958875595344841,3.01
2969,visit,2025-01-05 13:07:00,mobile,direct,AE,58.66,13.957287774699754,4.35
2969,signup,2025-01-05 13:09:00,mobile,direct,AE,58.66,13.957287774699754,4.35
824,visit,2025-01-05 13:28:00,mobile,direct,US,57.52,9.56285766743833,2.51
2969,add_to_cart,2025-01-05 13:43:00,mobile,direct,AE,58.66,13.957287774699754,4.35
641,visit,2025-01-05 13:48:00,tablet,direct,US,69.48,14.534929025130232,2.89
2969,begin_checkout,2025-01-05 13:58:00,mobile,direct,AE,58.66,13.957287774699754,4.35
641,signup,2025-01-05 14:02:00,tablet,direct,US,69.48,14.534929025130232,2.89
2969,purchase,2025-01-05 14:07:00,mobile,direct,AE,58.66,13.957287774699754,4.35
4023,visit,2025-01-05 14:11:00,mobile,direct,SG,55.81,3.8949533594116588,1.59
1870,visit,2025-01-05 15:29:00,desktop,organic_search,IN,64.72,16.670419953090736,1.94
9971,visit,2025-01-05 15:33:00,mobile,paid_social,IN,10.0,9.405602950875371,2.72
1870,signup,2025-01-05 15:50:00,desktop,organic_search,IN,64.72,16.670419953090736,1.94
1726,visit,2025-01-05 16:14:00,desktop,paid_social,IN,83.57,8.121204134099294,1.55
1619,visit,2025-01-05 16:50:00,desktop,organic_search,SG,86.49,7.445274182364473,3.05
1619,signup,2025-01-05 17:11:00,desktop,organic_search,SG,86.49,7.445274182364473,3.05
1619,add_to_cart,2025-01-05 17:34:00,desktop,organic_search,SG,86.49,7.445274182364473,3.05
4069,visit,2025-01-05 18:28:00,mobile,paid_social,IN,74.36,2.592178946003914,1.8
8954,visit,2025-01-05 19:07:00,mobile,paid_social,UK,40.89,18.76036250721321,3.95
8954,signup,2025-01-05 19:09:00,mobile,paid_social,UK,40.89,18.76036250721321,3.95
2703,visit,2025-01-05 20:37:00,mobile,organic_search,AE,102.18,14.00923558659366,2.98
2703,signup,2025-01-05 20:52:00,mobile,organic_search,AE,102.18,14.00923558659366,2.98
1256,visit,2025-01-05 20:58:00,mobile,paid_social,IN,90.98,7.972617479772461,3.0
2703,add_to_cart,2025-01-05 21:07:00,mobile,organic_search,AE,102.18,14.00923558659366,2.98
2703,purchase,2025-01-05 21:09:00,mobile,organic_search,AE,102.18,14.00923558659366,2.98
4354,visit,2025-01-05 21:13:00,mobile,organic_search,IN,70.52,5.988564141629467,1.94
4354,signup,2025-01-05 21:17:00,mobile,organic_search,IN,70.52,5.988564141629467,1.94
2703,begin_checkout,2025-01-05 21:22:00,mobile,organic_search,AE,102.18,14.00923558659366,2.98
6001,visit,2025-01-05 21:25:00,mobile,paid_social,US,75.76,3.744276788590666,2.31
4354,purchase,2025-01-05 21:33:00,mobile,organic_search,IN,70.52,5.988564141629467,1.94
